Id,Category
14B.png,0
45D1.png,2
31C3.png,0
35CL.png,2
3109B.png,2
2F60.png,0
20KJ.png,0
52IF.png,0
14GD.png,2
1711.png,0
5HCG.png,2
42CF.png,0
3EGF.png,2
4F79.png,2
3104A.png,2
5I2H.png,1
41NJ.png,0
210DF.png,2
142F.png,0
42JN.png,0
2I69.png,2
2GCH.png,2
37CH.png,1
13HF.png,2
4FFH.png,2
15ID.png,0
367H.png,2
43IJ.png,1
5GCD.png,1
